Customer ID,Order City,Order Postal,Order State,Latitude,Longitude
17919,Williamsburg,23188-8913,VA,37.2707,-76.7075
17917,Williamsburg,23188-2809,VA,37.2707,-76.7075
17914,Williamsburg,23188-1115,VA,37.2707,-76.7075
17913,Williamsburg,23188,VA,37.2707,-76.7075
17912,Warrenton,20186-9650,VA,38.7135,-77.7954
17911,Virginia Beach,23456,VA,36.853,-75.9774
17908,Virginia Beach,23455,VA,36.853,-75.9774
17906,Virginia Beach,23454-6807,VA,36.853,-75.9774
17905,Virginia Beach,23453-6656,VA,36.853,-75.9774
17904,Virginia Beach,23451,VA,36.853,-75.9774
17901,Vienna,22182-2382,VA,38.9013,-77.2652
17900,Vienna,22180-4105,VA,38.9013,-77.2652
17899,Toano,23168-9120,VA,37.3799,-76.8041
17898,Sterling,20165-7311,VA,39.0016,-77.4032
17897,Sterling,20164-2329,VA,39.0016,-77.4032
17896,Springfield,22151-3925,VA,38.7891,-77.187
17895,Spotsylvania,22551-6513,VA,38.1881,-77.6742
17894,Ruckersville,22968-2336,VA,38.2332,-78.3692
17893,Rockville,23146-1629,VA,37.726,-77.6783
17892,Rockbridge Baths,24473-2310,VA,37.94,-79.39
17891,Roanoke,24019-6010,VA,37.271,-79.9414
17890,Roanoke,24018-9149,VA,37.271,-79.9414
17889,Richmond,23238,VA,37.5385,-77.4343
17888,Richmond,23233-6605,VA,37.5385,-77.4343
17887,Richmond,23230-5028,VA,37.5385,-77.4343
17886,Richmond,23224,VA,37.5385,-77.4343
17885,Richmond,23223-2427,VA,37.5385,-77.4343
17884,Richmond,23223-1159,VA,37.5385,-77.4343
17883,Richmond,23221-3318,VA,37.5385,-77.4343
17881,Richmond,23221-3212,VA,37.5385,-77.4343
17880,Reston,20191,VA,38.9584,-77.358
17879,Reston,20190-4716,VA,38.9584,-77.358
17878,Purcellville,20132-5100,VA,39.1368,-77.7147
17877,Potomac Falls,20165-5662,VA,,
17874,Portsmouth,23703,VA,36.8354,-76.2983
17873,Orange,22960-2608,VA,38.2454,-78.1108
17871,Orange,22960-1733,VA,38.2454,-78.1108
17870,Oakton,22124-2002,VA,38.8814,-77.3006
17869,North Chesterfield,23235-6063,VA,,
17867,Norfolk,23505-2603,VA,36.8465,-76.2916
17866,Norfolk,23504-3901,VA,36.8465,-76.2916
17865,Norfolk,23503-3406,VA,36.8465,-76.2916
17864,Norfolk,23502-4009,VA,36.8465,-76.2916
17863,Montpelier,23192-2050,VA,37.8213,-77.6844
17862,Midlothian,23113-1108,VA,37.5063,-77.6493
17861,Midlothian,23112-4492,VA,37.5063,-77.6493
17860,Mclean,22102-7722,VA,38.92,-77.22
17859,Mclean,22101,VA,38.92,-77.22
17858,Manassas,20112,VA,38.7509,-77.4753
17857,Manassas,20110-5688,VA,38.7509,-77.4753
17856,Louisa,23093-5506,VA,38.025,-78.0036
17855,Leesburg,20175-6596,VA,39.1154,-77.5645
17854,Herndon,20171-4829,VA,38.9695,-77.3859
17852,Herndon,20170-2500,VA,38.9695,-77.3859
17850,Heathsville,22473-2244,VA,37.9176,-76.4722
17849,Haymarket,20169-2631,VA,38.8121,-77.6367
17848,Haymarket,20169,VA,38.8121,-77.6367
17846,Hampton,23666-1813,VA,37.0301,-76.3452
17844,Hampton,23666-1741,VA,37.0301,-76.3452
17843,Grottoes,24441-4609,VA,38.2674,-78.8259
17841,Great Falls,22066-1101,VA,38.9982,-77.2883
17839,Gordonsville,22942-9618,VA,38.1374,-78.1878
17838,Fredericksburg,22407-5211,VA,38.2968,-77.4834
17837,Falls Church,22046-3626,VA,38.8823,-77.1711
17836,Falls Church,22044-2630,VA,38.8823,-77.1711
17835,Falls Church,22042-2910,VA,38.8823,-77.1711
17832,Fairfax,22033-2159,VA,38.8462,-77.3064
17831,Fairfax,22033,VA,38.8462,-77.3064
17830,Fairfax,22032-2035,VA,38.8462,-77.3064
17829,Fairfax,22032,VA,38.8462,-77.3064
17828,Fairfax,22031-4734,VA,38.8462,-77.3064
17827,Dillwyn,23936-2471,VA,37.5429,-78.4572
17824,Concord,24538-3359,VA,37.3426,-78.975
17820,Collinsville,24078-3077,VA,36.7151,-79.9153
17819,Clifton,20124-1098,VA,38.7802,-77.3865
17817,Chesapeake,23323,VA,36.7184,-76.2467
17816,Chesapeake,23322-7479,VA,36.7184,-76.2467
17813,Chesapeake,23322-3980,VA,36.7184,-76.2467
17812,Chesapeake,23322,VA,36.7184,-76.2467
17811,Chesapeake,23320-5202,VA,36.7184,-76.2467
17809,Charlottesville,22911-8412,VA,38.0293,-78.4767
17806,Charlottesville,22911,va,38.0293,-78.4767
17805,Charlottesville,22903-9369,VA,38.0293,-78.4767
17802,Charlottesville,22903-4047,VA,38.0293,-78.4767
17800,Centreville,20121,VA,38.8404,-77.4289
17799,Burke,22015-4238,VA,38.7771,-77.2755
17797,Burke,22015-1697,VA,38.7771,-77.2755
17796,Burke,22015,VA,38.7771,-77.2755
17795,Blackstone,23824-2608,VA,37.0804,-77.9972
17793,Blacksburg,24060-8835,VA,37.2297,-80.4137
17791,Berryville,22611-1438,VA,39.1518,-77.9822
17790,Bedford,24523-3238,VA,37.3345,-79.5235
17789,Bedford,24523,VA,37.3345,-79.5235
17788,Aylett,23009-2103,VA,37.786,-77.105
17787,Ashburn,20147-2934,VA,39.0437,-77.4875
17786,Arlington,22207-5165,VA,38.8769,-77.0893
17785,Arlington,22206-3147,VA,38.8769,-77.0893
17783,Arlington,22202-5124,VA,38.8769,-77.0893
17781,Arlington,22202-2397,VA,38.8769,-77.0893
17779,Arlington,22201-3804,VA,38.8769,-77.0893
17777,Amherst,24521,VA,37.5851,-79.0514
17775,Alexandria,22314-6802,VA,38.8051,-77.047
17774,Alexandria,22308-2743,VA,38.8051,-77.047
17772,Alexandria,22303-1561,VA,38.8051,-77.047
17771,Alexandria,22302-2716,VA,38.8051,-77.047
17770,Alexandria,22302-1721,VA,38.8051,-77.047
17769,Alexandria,22301-1038,VA,38.8051,-77.047
17768,Sandy,84092-5238,UTAH,40.5749,-111.848
17767,Salem,84653,UT,40.053,-111.6735
17765,Pleasant Grove,84062-2165,UTAH,40.3641,-111.7385
17764,Holden,84636-0038,UTAH,39.0989,-112.2708
17763,American Fork,84003-1866,UTAH,40.3769,-111.7958
17761,West Valley,84119-4286,UT,,
17760,West Haven,84401-8460,UT,41.205,-112.0489
17759,Vernal,84078,UT,40.4555,-109.5287
17758,Tooele,84074-2409,UT,40.5308,-112.2983
17757,Tooele,84074-1953,UT,40.5308,-112.2983
17754,Santaquin,84655-7903,UT,39.9755,-111.7852
17752,Santa Clara,84765-5750,UT,37.133,-113.6541
17750,Sandy,84093-6426,UT,40.5749,-111.848
17749,Sandy,84092-3067,UT,40.5749,-111.848
17747,Salt Lake City,84124-1846,UT,40.767,-111.8904
17746,Salt Lake City,84115-2216,UT,40.767,-111.8904
17744,Salt Lake City,84109-1628,UT,40.767,-111.8904
17742,Salt Lake City,84106,UT,40.767,-111.8904
17739,Salt Lake City,84105-3746,UT,40.767,-111.8904
17738,Saint George,84770-6582,UT,37.11,-113.56
17737,Provo,84604-4245,UT,40.2338,-111.6585
17736,Pleasant Grove,84062,UT,40.3641,-111.7385
17735,Orem,84097-6425,UT,40.2975,-111.6945
17734,North Salt Lake,84054-3043,UT,40.8486,-111.9069
17733,North Ogden,84414-3408,UT,41.3071,-111.9602
17732,Midvale,84047,UT,40.6111,-111.8999
17731,Lindon,84042-1947,UT,40.3433,-111.7208
17730,Cedar City,84720-3319,UT,37.6775,-113.0619
17728,Bountiful,84010-8055,UT,40.8895,-111.8805
17727,St.Croix,00851-4303,USVI,,
17725,Zapata,78076,TX,26.988,-99.1674
17724,Wimberley,78676,TX,29.9974,-98.0986
17723,West Lake Hills,78746-5502,TX,30.298,-97.8019
17722,West,76691-1512,TX,31.8035,-97.0933
17720,Weslaco,78599-4584,TX,26.1595,-97.9908
17719,Waxahachie,75165-1552,TX,32.3865,-96.8483
17718,Watauga,76148,TX,32.8579,-97.2547
17716,Watauga,76137-4758,TX,32.8579,-97.2547
17715,Waco,76710,TX,31.5493,-97.1467
17714,Waco,76708,TX,31.5493,-97.1467
17712,Vidor,77662-8318,TX,30.1316,-94.0155
17711,Vidor,77662,tx,30.1316,-94.0155
17709,Van,75790,TX,32.5249,-95.6372
17708,Tyler,75703-9381,TX,32.3513,-95.3011
17707,Tomball,77377-9017,TX,30.0972,-95.6161
17706,The Woodlands,77382,tx,30.1734,-95.5047
17705,The Hills,78738-1421,TX,,
17704,The Hills,78738,TX,,
17703,Texarkana,75501-2956,TX,33.4251,-94.0477
17702,Temple,76502-6078,TX,31.0982,-97.3428
17701,Sugar Land,77479-4786,TX,29.6197,-95.6349
17700,Spring,77388-5459,TX,30.0799,-95.4173
17698,Spring,77388-4862,TX,30.0799,-95.4173
17697,Spring,77386-4173,TX,30.0799,-95.4173
17696,Spring,77386,TX,30.0799,-95.4173
17695,Spicewood,78669-2324,TX,30.4755,-98.1564
17694,Southlake,76092-9427,TX,32.9412,-97.1342
17693,Smithville,78957-5176,TX,30.0086,-97.1594
17692,Smithville,78957-2299,TX,30.0086,-97.1594
17691,Seguin,78155-8700,TX,29.5688,-97.9647
17690,Seadrift,77983-0726,TX,28.4153,-96.7136
17686,Seabrook,77586-1680,TX,29.5633,-95.0197
17685,Seabrook,77586,TX,29.5633,-95.0197
17684,San Antonio,78255-1028,TX,29.4246,-98.4951
17682,San Antonio,78254-6060,TX,29.4246,-98.4951
17680,San Antonio,78253-5538,TX,29.4246,-98.4951
17679,San Antonio,78251-4995,TX,29.4246,-98.4951
17678,San Antonio,78250-6516,TX,29.4246,-98.4951
17677,San Antonio,78250-4312,TX,29.4246,-98.4951
17676,San Antonio,78249-3865,TX,29.4246,-98.4951
17675,San Antonio,78245-3475,TX,29.4246,-98.4951
17674,San Antonio,78217-3405,TX,29.4246,-98.4951
17673,San Antonio,78216-2135,TX,29.4246,-98.4951
17672,San Antonio,78215-1944,TX,29.4246,-98.4951
17671,San Antonio,78212-5219,TX,29.4246,-98.4951
17670,San Antonio,78212-2357,TX,29.4246,-98.4951
17669,San Antonio,78210-1801,TX,29.4246,-98.4951
17668,San Antonio,78209-4933,TX,29.4246,-98.4951
17667,San Angelo,76906,TX,31.4648,-100.4398
17666,Rowlett,75089,TX,32.9029,-96.5639
17664,Rockwall,75032-7920,TX,32.8923,-96.4067
17663,Rockwall,75032-7482,TX,32.8923,-96.4067
17660,Richmond,77469-2303,TX,29.5822,-95.7608
17659,Richmond,77469,TX,29.5822,-95.7608
17658,Richmond,77407-3790,TX,29.5822,-95.7608
17656,Richmond,77406,TX,29.5822,-95.7608
17655,Richardson,75082,TX,32.9482,-96.7297
17654,Red Oak,75154-4728,TX,32.5176,-96.8044
17653,Red Oak,75154-4620,TX,32.5176,-96.8044
17652,Powderly,75473-3713,TX,33.8112,-95.5244
17651,Portland,78374-2402,TX,27.8768,-97.3234
17650,Portland,78374-1915,TX,27.8768,-97.3234
17649,Plano,75075-7712,TX,33.0137,-96.6925
17648,Plano,75024-7560,TX,33.0137,-96.6925
17647,Pflugerville,78660-8022,TX,30.4394,-97.62
17646,Pasadena,77506-4967,TX,29.6911,-95.2091
17644,Pasadena,77504-3137,TX,29.6911,-95.2091
17643,Paris,75460-4792,TX,33.6618,-95.5555
17642,Pampa,79065-2901,TX,35.5362,-100.9599
17640,Nolanville,76559-4653,TX,31.0788,-97.6056
17639,New Ulm,78950-2221,TX,29.8922,-96.4902
17637,New Braunfels,78132-4634,TX,29.7026,-98.1256
17636,Mountain City,78610-9237,TX,30.0381,-97.8909
17634,Montgomery,77316-2811,TX,30.3883,-95.6963
17633,Missouri City,77459-4574,TX,29.6186,-95.5377
17631,Missouri City,77459-2613,TX,29.6186,-95.5377
17630,Mission,78572-8952,TX,26.2159,-98.3253
17629,Midlothian,76065-4582,TX,32.4824,-96.9944
17628,Meyersville,77974,TX,28.88,-97.27
17625,Meadowlakes,78654-7008,TX,,
17624,Mckinney,75070-2964,TX,33.1976,-96.6154
17623,Mckinney,75070,TX,33.1976,-96.6154
17621,Mcallen,78501,tx,26.2044,-98.2301
17620,Magnolia,77355-6284,TX,30.2094,-95.7508
17619,Lufkin,75904-7287,TX,31.3386,-94.7289
17618,Live Oak,78233-2563,TX,,
17616,Lewisville,75077-2428,TX,33.0462,-96.9942
17615,Lewisville,75067-6715,TX,33.0462,-96.9942
17614,League City,77573-3076,TX,29.5075,-95.0949
17613,Laredo,78045-6604,TX,27.5061,-99.5089
17612,Lakeway,78738-1141,TX,30.3645,-97.9875
17611,Kyle,78640-8813,TX,29.9893,-97.8772
17609,Kirbyville,75956-5205,TX,30.6605,-93.8927
17608,Kingwood,77339-2607,TX,30.0497,-95.1846
17604,Katy,77494-6175,TX,29.7858,-95.8244
17603,Katy,77494-4892,TX,29.7858,-95.8244
